Date,AGG_exp_return,EEM_exp_return,IAU_exp_return,IEF_exp_return,IEV_exp_return,ITOT_exp_return,IYR_exp_return,SHY_exp_return,AGG_uncertainty,EEM_uncertainty,IAU_uncertainty,IEF_uncertainty,IEV_uncertainty,ITOT_uncertainty,IYR_uncertainty,SHY_uncertainty,AGG_mae,EEM_mae,IAU_mae,IEF_mae,IEV_mae,ITOT_mae,IYR_mae,SHY_mae
2006-03-07,0.029218685,0.06689456,0.09610323,0.039641175,0.024003897,0.024931084,0.034991182,0.017984157,0.0040110187,0.003678806,0.006136971,0.003768444,0.0038171886,0.004544165,0.002093379,0.0018172481,0.011285745,0.07357188,0.02157677,0.02159098,0.082190886,0.010116344,0.060526785,0.0046401587
2006-03-08,0.029068131,0.06659777,0.09607634,0.039233822,0.02352588,0.024358377,0.03474287,0.01793823,0.0037846118,0.0034736202,0.0060519204,0.0036584744,0.0035899729,0.00423233,0.0020370262,0.0017834146,0.010564536,0.070527814,0.020616142,0.020630542,0.083235234,0.009711302,0.06282962,0.0047421567
2006-03-09,0.02899683,0.066637434,0.09635405,0.03951992,0.02360703,0.02444804,0.034722086,0.018055435,0.003820586,0.0034689864,0.0060889963,0.0037696902,0.0036519466,0.004304251,0.0020419054,0.0018501099,0.009800791,0.06510165,0.020235687,0.019820452,0.08388448,0.01042407,0.06472547,0.0047916383
2006-03-10,0.028889714,0.06620084,0.09636658,0.039055966,0.022958053,0.023749104,0.034400083,0.01805853,0.0035727967,0.003297405,0.00593021,0.0035391173,0.0032935124,0.0038996148,0.001973116,0.0017215043,0.009218869,0.06344033,0.02176354,0.01905863,0.08330276,0.010156286,0.0651528,0.0048485277
2006-03-13,0.028946014,0.066330746,0.09663501,0.03925266,0.02307143,0.023964949,0.03453971,0.018143443,0.003754757,0.0032359324,0.006090995,0.003623717,0.003337692,0.003935799,0.0019933968,0.0017414155,0.008891522,0.061251637,0.02367121,0.018380444,0.08134199,0.010031941,0.06624117,0.004929655
2006-03-14,0.02879134,0.06634222,0.09671399,0.039124604,0.022960568,0.023696402,0.034429077,0.018174114,0.0037032927,0.003259198,0.005785601,0.003475708,0.0033388818,0.003956165,0.0020044174,0.0017150189,0.008936504,0.061342277,0.024947906,0.018521072,0.07877742,0.009365529,0.06568456,0.004776736
2006-03-15,0.028993133,0.06600035,0.09634434,0.03914635,0.022760844,0.023493126,0.03431016,0.018097976,0.0036205917,0.0032816937,0.0059520234,0.0036230523,0.0033614978,0.004054344,0.0019872615,0.0017175514,0.008514032,0.06410128,0.029056376,0.017841231,0.07510808,0.0093916515,0.06399936,0.0047637494
2006-03-16,0.028772391,0.06641868,0.096357286,0.039215896,0.023109274,0.023872102,0.03446914,0.018083753,0.003628633,0.0033113512,0.0061439914,0.0035291517,0.0033043423,0.003992034,0.0019079422,0.0017413339,0.008400895,0.06368789,0.032249596,0.017866911,0.07246845,0.009066489,0.060985096,0.004614573
2006-03-17,0.028847924,0.06574981,0.09617372,0.03901408,0.022076068,0.022818545,0.03403015,0.018155014,0.0035289228,0.003135232,0.005850807,0.0034941463,0.0029328929,0.0035830413,0.0018809384,0.001660191,0.0078522,0.0663724,0.0335235,0.016933823,0.07024591,0.009330124,0.056078196,0.0046879263
2006-03-20,0.0287771,0.06666016,0.09638686,0.03933492,0.023635127,0.024309222,0.034715418,0.018058427,0.003879914,0.0034961211,0.005881896,0.0038288531,0.0034303176,0.004193151,0.0020103913,0.0017909631,0.007388985,0.07061572,0.033776432,0.01602383,0.067767225,0.010051219,0.05381426,0.004762809
2006-03-21,0.02900229,0.06630282,0.0964493,0.03923399,0.022918833,0.023809424,0.034464534,0.01807911,0.0035985915,0.0034127457,0.0060561527,0.0037373914,0.0033901054,0.004104662,0.0019796288,0.0017676672,0.007173646,0.07134243,0.0336199,0.014755142,0.06707473,0.009450263,0.053293686,0.0050901133
2006-03-22,0.028560212,0.06546514,0.09639092,0.039002456,0.02192754,0.0229471,0.034032594,0.0183325,0.0035739325,0.0031060297,0.005938845,0.0036262595,0.0029781307,0.0037944524,0.001852563,0.001660941,0.0068648383,0.07184065,0.032773577,0.013709958,0.066196956,0.008959069,0.052577443,0.005222643
2006-03-23,0.028655954,0.06451658,0.096498236,0.038594987,0.02039204,0.020932388,0.03328118,0.018519765,0.0031279242,0.0029688636,0.0057347463,0.0034592329,0.0028743404,0.003302658,0.0016620702,0.0016313661,0.0065942537,0.07152144,0.030187722,0.01265601,0.06715383,0.008849498,0.05229923,0.0054220017
2006-03-24,0.028523633,0.06410035,0.09608346,0.038792815,0.020057132,0.020743752,0.03309763,0.018460311,0.0030554028,0.002854288,0.0053876527,0.0034883355,0.0028044933,0.0032314272,0.0017283534,0.0015599781,0.0062625324,0.071250066,0.029577252,0.012057066,0.06730755,0.008680161,0.05200407,0.0055085034
2006-03-27,0.028443282,0.06348408,0.096240625,0.03840533,0.019224033,0.020034367,0.03277694,0.018609352,0.0030000787,0.002721054,0.005583419,0.003464021,0.0028302174,0.0032743213,0.00169731,0.001552702,0.005905642,0.07228011,0.03073119,0.011379629,0.06790295,0.008533314,0.052667245,0.005499067
2006-03-28,0.028594546,0.06288267,0.09614463,0.038175453,0.018290117,0.01895004,0.032363072,0.01870882,0.0030086136,0.0028719737,0.0055038314,0.0036574064,0.003411353,0.0034492912,0.0017554426,0.0015644925,0.005760355,0.07157381,0.031936556,0.01063862,0.0694996,0.008716938,0.05212306,0.005680661
2006-03-29,0.028353237,0.06210836,0.09628713,0.038070045,0.01720843,0.017789777,0.031812835,0.018878251,0.0029032268,0.0030969244,0.0053108702,0.003868419,0.0039477623,0.0038417624,0.0018930826,0.0015622865,0.005815546,0.07389115,0.03805802,0.010036485,0.0701926,0.008295487,0.0504464,0.005840366
2006-03-30,0.028106606,0.061738074,0.096656665,0.037929285,0.01662867,0.01735076,0.03162024,0.019078398,0.0030275898,0.0031994316,0.005434042,0.003975749,0.004076763,0.0040234053,0.0018908138,0.0016297292,0.006713542,0.07398146,0.04721528,0.010152735,0.07071009,0.009311246,0.05167036,0.0061831023
2006-03-31,0.02814122,0.06177584,0.0966388,0.037685737,0.01648521,0.017430877,0.03165333,0.019019682,0.0028042346,0.0032008546,0.0054608476,0.0037687721,0.004106304,0.0037974536,0.001904203,0.001618115,0.006892212,0.07269242,0.053907547,0.00987679,0.07187607,0.010723187,0.053047124,0.006365521
2006-04-03,0.028329777,0.06103648,0.09629817,0.037483975,0.015497615,0.016378205,0.03131279,0.019132202,0.0030371728,0.0033914957,0.0056237704,0.004229675,0.0047492045,0.0043507307,0.0020241325,0.001741817,0.0067768563,0.07426889,0.06061306,0.009345054,0.07141565,0.011878698,0.0558416,0.006452839
2006-04-04,0.028079852,0.060740598,0.096593544,0.0369885,0.01479328,0.015819361,0.031011717,0.019173592,0.0031210373,0.0035541025,0.0055616694,0.004331264,0.0051732324,0.0045046676,0.0020689603,0.0017798895,0.0067680427,0.07653537,0.06609746,0.00896259,0.070239,0.012448502,0.05944768,0.006467715
2006-04-05,0.02809548,0.05991568,0.09642991,0.036682487,0.013689112,0.014673457,0.030631628,0.019220218,0.0034462353,0.0039416393,0.0055725197,0.0046781204,0.00594541,0.0052116467,0.002275662,0.0018172103,0.0064251875,0.07861654,0.07184077,0.008582999,0.068964675,0.012836944,0.0617835,0.006334661
2006-04-06,0.028047096,0.06028146,0.09661135,0.036860142,0.014206736,0.015201904,0.030724712,0.01927663,0.0031709068,0.003768908,0.005598001,0.0045697996,0.0055485046,0.0049241385,0.002252699,0.0017884045,0.0060855607,0.080552176,0.0780894,0.008154378,0.06836644,0.013159328,0.064217135,0.0062089483
2006-04-07,0.027966946,0.059862796,0.09675418,0.037373252,0.013572326,0.01463841,0.030301701,0.01949932,0.0033044734,0.0038575353,0.005556476,0.0048948512,0.005869476,0.005092334,0.0022977984,0.0018314344,0.00609986,0.07867853,0.08187486,0.0078075426,0.070429035,0.015029804,0.06902658,0.006181072
2006-04-10,0.028116236,0.060343146,0.09670225,0.037177254,0.014500251,0.015531888,0.03082829,0.019384349,0.0031591703,0.0037122776,0.005481929,0.0046668053,0.0053679533,0.004940591,0.002185156,0.0017724036,0.0059624803,0.07615554,0.084938854,0.007415987,0.07184528,0.017244719,0.075659126,0.0061068777
2006-04-11,0.028119758,0.05985346,0.096279785,0.037212722,0.013888656,0.014560261,0.03043948,0.0193831,0.0032109066,0.003920656,0.0055764187,0.004570608,0.0058467705,0.0053361375,0.0023173844,0.0018261629,0.0058024367,0.07276531,0.08597162,0.007060663,0.07422708,0.020516586,0.0824097,0.006004547
2006-04-12,0.028208146,0.05964289,0.096243516,0.03695673,0.013549868,0.014285103,0.030322172,0.019378735,0.003486656,0.003891539,0.005768033,0.004538805,0.005837283,0.005429327,0.0023017416,0.0018258814,0.005861265,0.07144412,0.08829993,0.006825773,0.076033235,0.02290274,0.08812335,0.005982826
2006-04-13,0.027898237,0.058990516,0.0964445,0.036531653,0.012433023,0.013386719,0.029971726,0.019502658,0.0035017051,0.0042266995,0.005463068,0.005014897,0.0064735534,0.0057823886,0.0024260378,0.0018770763,0.0062461016,0.0697224,0.090780444,0.007029972,0.077592365,0.025122983,0.09524167,0.005975204
2006-04-17,0.028010711,0.059006255,0.09626971,0.036802195,0.012649939,0.013488134,0.030061426,0.019459018,0.0034109936,0.004173395,0.005598229,0.0050700014,0.0060841455,0.0056854635,0.002336474,0.001812461,0.006382167,0.068843774,0.09382663,0.00686187,0.07914192,0.027719049,0.10191114,0.005902051
2006-04-18,0.027741833,0.058513016,0.096576355,0.03658999,0.011810171,0.012838302,0.029732244,0.019572638,0.0038931486,0.0042976057,0.0057807337,0.005257131,0.006979223,0.0060299425,0.002554197,0.0020400123,0.006574731,0.07137028,0.09895884,0.0066020177,0.07964982,0.028232692,0.10527253,0.005735389
2006-04-19,0.027708564,0.058311753,0.09652854,0.0365577,0.011591863,0.012563203,0.029611379,0.019606458,0.0038131191,0.004589029,0.005712416,0.0053789117,0.0071170484,0.006436945,0.0027132793,0.0021063164,0.006418779,0.07426093,0.10742273,0.006373813,0.07894508,0.028972706,0.1073565,0.005562111
2006-04-20,0.027474431,0.057523318,0.096533194,0.03597361,0.010262847,0.011334716,0.02911039,0.019657932,0.0044149784,0.0049303016,0.005909091,0.0059370142,0.008074164,0.0070265136,0.0029693774,0.0021283983,0.0065228026,0.075995274,0.11070746,0.006272418,0.07821602,0.029735625,0.108887814,0.005433062
2006-04-21,0.027363664,0.056563433,0.09670713,0.035770837,0.008845707,0.010003317,0.028537657,0.019934084,0.004951831,0.0054749614,0.006219334,0.006182877,0.008890434,0.0077521093,0.003248418,0.0023717824,0.006861611,0.07714698,0.11607029,0.006296767,0.07799018,0.030955063,0.11085155,0.005396751
2006-04-24,0.027511647,0.057884585,0.09649601,0.035802715,0.010693032,0.011678372,0.029366516,0.019516122,0.0038935025,0.0048698545,0.005801814,0.0057997913,0.007880784,0.0069882534,0.0029950736,0.002175779,0.007117304,0.07691931,0.11794464,0.0064545027,0.077853024,0.032575108,0.114134125,0.0054665017
2006-04-25,0.027733592,0.05717014,0.09642607,0.035842106,0.009910412,0.010826839,0.02892962,0.019761795,0.0041580745,0.005158537,0.006004784,0.0060144668,0.008328176,0.007289352,0.003035398,0.0022316305,0.007838642,0.07691503,0.12103741,0.007445054,0.077635676,0.033870716,0.11721642,0.0056702434
2006-04-26,0.027524514,0.056037396,0.09624033,0.03558509,0.008261735,0.009548086,0.028248519,0.019852016,0.0047775414,0.0057185204,0.0061390405,0.0065750405,0.009423238,0.008323545,0.0034016503,0.002350613,0.008696226,0.0788423,0.1243472,0.008464737,0.07699954,0.034961037,0.121603325,0.005858281
2006-04-27,0.02759334,0.05753695,0.09667768,0.035807393,0.010245075,0.011349403,0.029150879,0.019696273,0.00421815,0.0050067576,0.005814195,0.0061186063,0.008076749,0.006886441,0.002866558,0.0021750936,0.009597515,0.0776209,0.12599657,0.009533371,0.07608967,0.035420123,0.12429518,0.0060194205
2006-04-28,0.027530562,0.057228364,0.09659388,0.035651382,0.009939978,0.011110467,0.02903297,0.01964252,0.0042934753,0.005073,0.0060465257,0.0061562997,0.008321877,0.007254989,0.0029806574,0.002187265,0.010372579,0.07826189,0.12848334,0.010685166,0.07479713,0.035060994,0.12553042,0.006213622
2006-05-01,0.02749658,0.056604795,0.09668579,0.03569557,0.008991534,0.010334142,0.028637027,0.019893145,0.004510911,0.005611757,0.0060521974,0.0063933018,0.0090409815,0.008173783,0.0032731192,0.0022008738,0.011350118,0.07848453,0.13008869,0.011984801,0.07444634,0.035146836,0.12627654,0.0063990047
2006-05-02,0.027391918,0.057097368,0.096620105,0.0358632,0.009699032,0.010997871,0.029003525,0.019795157,0.0042390386,0.005537029,0.005848935,0.0062392424,0.008682968,0.0077254907,0.00312798,0.0022129766,0.011652923,0.080004245,0.13292004,0.012266027,0.07209336,0.034602504,0.12673193,0.0063917534
2006-05-03,0.027765036,0.057652496,0.09632684,0.036056057,0.010509378,0.011485657,0.02923549,0.019587673,0.004176359,0.0048641157,0.005786448,0.005697403,0.007736342,0.0071048206,0.002937886,0.0021113164,0.011961726,0.07945137,0.13595079,0.012722606,0.07205626,0.0353797,0.12792723,0.006390082
2006-05-04,0.027684895,0.057687856,0.09638668,0.036030684,0.010643847,0.011648722,0.02926258,0.01963144,0.0038714334,0.0048813284,0.0056515923,0.005982477,0.007981713,0.0070138983,0.002967075,0.0021645217,0.012537293,0.08019992,0.13973947,0.013525736,0.07180297,0.035852484,0.12676108,0.006489301
2006-05-05,0.027690738,0.057738964,0.09628755,0.03560362,0.010711693,0.011879551,0.029379085,0.019409083,0.004362046,0.004954762,0.005930605,0.0060126414,0.007975111,0.006756783,0.0028297866,0.0021608023,0.0131418975,0.08206616,0.14498426,0.014275203,0.07013078,0.03564851,0.12408778,0.006623242
2006-05-08,0.027519787,0.056854255,0.09654204,0.035497673,0.009291937,0.010691737,0.02893767,0.01974419,0.0042871125,0.00538028,0.0060232626,0.006253175,0.008744989,0.0076954127,0.0032455768,0.0022931066,0.013667286,0.08401423,0.14683191,0.014906027,0.068844184,0.034992844,0.12162882,0.0067145396
2006-05-09,0.027699333,0.057979815,0.0963763,0.035971053,0.011212866,0.012409997,0.029705005,0.01945433,0.0042962516,0.005059564,0.0056805164,0.0061267964,0.0080029,0.006861123,0.00287855,0.0020963342,0.0143867005,0.085841924,0.15171032,0.015681246,0.06729807,0.03424596,0.11973558,0.006881799
2006-05-10,0.027752753,0.058411527,0.09625776,0.03649611,0.011676295,0.012966019,0.029870667,0.019380925,0.0038723599,0.004706651,0.0058469726,0.0059229704,0.0076406696,0.006766,0.0028167958,0.0020953775,0.01502847,0.0862942,0.15753336,0.016243264,0.06561725,0.034325358,0.11809497,0.007040464
