Date,DJIA,Open,High,Low,Vol.,Change %
2006/08/28,11352.01,11285.33,11387.79,11273.49,180.81M,0.60%
2006/08/25,11284.05,11301.22,11317.43,11260.28,150.20M,-0.18%
2006/08/24,11304.46,11297.82,11334.72,11273.89,170.71M,0.06%
2006/08/23,11297.90,11337.12,11370.82,11264.04,170.41M,-0.37%
2006/08/22,11339.84,11344.41,11383.71,11303.34,213.69M,-0.05%
2006/08/21,11345.05,11380.67,11380.99,11321.99,196.22M,-0.32%
2006/08/18,11381.47,11333.76,11381.47,11317.67,282.66M,0.41%
2006/08/17,11334.96,11327.36,11372.42,11298.38,243.00M,0.07%
2006/08/16,11327.12,11224.91,11340.80,11224.91,219.19M,0.86%
2006/08/15,11230.26,11098.03,11234.27,11098.03,208.75M,1.19%
2006/08/14,11097.87,11089.07,11202.73,11079.78,205.83M,0.09%
2006/08/11,11088.03,11121.16,11121.16,11042.64,166.87M,-0.33%
2006/08/10,11124.37,11073.14,11143.98,11044.72,211.27M,0.44%
2006/08/09,11076.18,11168.47,11250.84,11068.57,231.27M,-0.87%
2006/08/08,11173.59,11218.18,11276.29,11141.82,212.27M,-0.41%
2006/08/07,11219.38,11239.47,11245.95,11190.56,169.71M,-0.19%
2006/08/04,11240.35,11244.59,11344.17,11187.36,210.41M,-0.02%
2006/08/03,11242.59,11195.28,11269.49,11144.46,211.89M,0.38%
2006/08/02,11199.93,11125.57,11229.46,11125.25,229.41M,0.67%
2006/08/01,11125.73,11184.80,11185.28,11083.86,199.15M,-0.54%
2006/07/31,11185.68,11218.90,11219.06,11178.32,226.19M,-0.30%
2006/07/28,11219.70,11102.11,11243.31,11102.03,269.73M,1.07%
2006/07/27,11100.43,11104.19,11187.76,11087.55,286.53M,-0.02%
2006/07/26,11102.51,11102.91,11157.82,11048.16,287.17M,-0.01%
2006/07/25,11103.71,11051.05,11133.81,10999.90,281.84M,0.48%
2006/07/24,11051.05,10868.70,11065.95,10868.62,269.37M,1.68%
2006/07/21,10868.38,10937.94,10951.77,10838.85,433.24M,-0.55%
2006/07/20,10928.10,11007.26,11037.28,10924.98,336.30M,-0.76%
2006/07/19,11011.42,10797.39,11038.48,10797.39,343.40M,1.96%
2006/07/18,10799.23,10745.84,10813.79,10683.32,288.86M,0.48%
2006/07/17,10747.36,10739.35,10802.67,10714.71,251.64M,0.07%
2006/07/14,10739.35,10846.53,10848.37,10701.34,312.08M,-0.99%
2006/07/13,10846.29,11012.62,11012.62,10832.93,328.78M,-1.52%
2006/07/12,11013.18,11133.97,11149.96,10995.97,266.32M,-1.09%
2006/07/11,11134.77,11102.59,11151.18,11027.99,298.13M,0.28%
2006/07/10,11103.55,11091.71,11174.47,11090.04,207.74M,0.12%
2006/07/07,11090.67,11224.18,11224.18,11066.01,253.73M,-1.20%
2006/07/06,11225.30,11147.12,11257.08,11147.12,224.52M,0.66%
2006/07/05,11151.82,11225.06,11225.06,11123.32,248.32M,-0.68%
2006/07/03,11228.02,11149.34,11231.30,11149.34,134.79M,0.70%
2006/06/30,11150.22,11190.80,11235.63,11150.06,365.67M,-0.36%
2006/06/29,11190.80,10974.36,11195.54,10974.36,337.83M,1.98%
2006/06/28,10973.56,10925.30,10981.25,10902.48,260.24M,0.45%
2006/06/27,10924.74,11048.24,11064.09,10920.73,269.01M,-1.09%
2006/06/26,11045.28,10990.29,11048.72,10973.72,202.77M,0.51%
2006/06/23,10989.09,11019.19,11074.26,10973.40,221.94M,-0.27%
2006/06/22,11019.11,11077.78,11077.78,10986.14,250.46M,-0.54%
2006/06/21,11079.46,10975.24,11131.73,10971.72,309.29M,0.95%
2006/06/20,10974.84,10942.03,11029.83,10938.42,274.07M,0.30%
2006/06/19,10942.11,11014.87,11057.61,10907.29,332.70M,-0.66%
2006/06/16,11014.55,11014.38,11045.20,10984.13,451.93M,-0.01%
2006/06/15,11015.19,10817.48,11036.48,10817.48,358.87M,1.83%
2006/06/14,10816.92,10706.78,10817.00,10698.85,355.62M,1.03%
2006/06/13,10706.14,10783.14,10862.30,10700.93,399.22M,-0.80%
2006/06/12,10792.58,10892.00,10927.12,10790.26,272.49M,-0.91%
2006/06/09,10891.92,10939.14,10976.20,10871.59,272.93M,-0.43%
2006/06/08,10938.82,10929.70,10964.68,10757.55,442.15M,0.07%
2006/06/07,10930.90,11002.06,11077.38,10928.34,333.49M,-0.65%
2006/06/06,11002.14,11048.24,11094.26,10926.42,385.87M,-0.42%
2006/06/05,11048.72,11247.55,11248.79,11040.24,254.99M,-1.77%
2006/06/02,11247.87,11260.52,11285.82,11191.53,268.64M,-0.11%
2006/06/01,11260.28,11169.03,11270.21,11150.07,295.15M,0.82%
2006/05/31,11168.31,11091.15,11183.04,11085.38,353.66M,0.67%
2006/05/30,11094.43,11277.25,11278.13,11094.35,261.26M,-1.63%
2006/05/26,11278.61,11211.69,11283.49,11211.54,240.33M,0.60%
2006/05/25,11211.05,11114.96,11214.98,11114.96,295.35M,0.84%
2006/05/24,11117.32,11100.11,11168.24,11030.47,403.41M,0.17%
2006/05/23,11098.35,11126.29,11202.65,11097.31,315.86M,-0.24%
2006/05/22,11125.33,11143.42,11175.35,11040.07,340.59M,-0.17%
2006/05/19,11144.06,11124.37,11180.29,11075.22,485.50M,0.14%
2006/05/18,11128.29,11206.17,11247.39,11127.09,338.30M,-0.69%
2006/05/17,11205.61,11410.13,11410.13,11174.38,399.46M,-1.88%
2006/05/16,11419.89,11428.21,11460.55,11392.67,307.17M,-0.08%
2006/05/15,11428.77,11380.43,11435.34,11333.04,300.54M,0.42%
2006/05/12,11380.99,11500.01,11500.01,11374.74,321.24M,-1.04%
2006/05/11,11500.73,11639.29,11639.45,11479.44,322.51M,-1.22%
2006/05/10,11642.65,11630.48,11670.19,11595.18,284.53M,0.02%
2006/05/09,11639.77,11584.62,11640.73,11572.05,263.25M,0.48%
2006/05/08,11584.54,11576.37,11603.59,11561.97,309.92M,0.06%
2006/05/05,11577.74,11440.62,11586.38,11440.62,338.91M,1.21%
2006/05/04,11438.86,11401.80,11463.11,11401.80,333.94M,0.34%
2006/05/03,11400.28,11414.69,11424.93,11362.42,380.54M,-0.14%
2006/05/02,11416.45,11345.21,11427.65,11345.13,335.42M,0.64%
2006/05/01,11343.29,11367.78,11428.37,11329.44,365.97M,-0.21%
2006/04/28,11367.14,11358.33,11417.66,11347.21,738.44M,-0.14%
2006/04/27,11382.51,11349.53,11416.93,11275.30,361.74M,0.25%
2006/04/26,11354.49,11283.25,11379.87,11282.77,270.27M,0.63%
2006/04/25,11283.25,11336.56,11355.37,11260.84,289.23M,-0.47%
2006/04/24,11336.32,11346.81,11359.70,11305.83,232.00M,-0.10%
2006/04/21,11347.45,11343.45,11405.88,11316.79,325.09M,0.04%
2006/04/20,11342.89,11278.53,11384.11,11275.05,336.42M,0.57%
2006/04/19,11278.77,11265.40,11302.95,11236.19,292.28M,0.09%
2006/04/18,11268.77,11074.58,11280.45,11074.58,309.66M,1.76%
2006/04/17,11073.78,11137.33,11159.99,11039.12,239.73M,-0.57%
2006/04/13,11137.65,11130.13,11178.40,11105.80,230.87M,0.07%
2006/04/12,11129.97,11089.47,11144.14,11087.47,212.59M,0.36%
2006/04/11,11089.63,11141.33,11186.64,11053.17,266.08M,-0.46%
2006/04/10,11141.33,11119.88,11185.54,11117.08,207.38M,0.19%
2006/04/07,11120.04,11217.14,11269.30,11108.02,256.29M,-0.86%
2006/04/06,11216.50,11233.01,11246.91,11167.03,240.37M,-0.21%
2006/04/05,11239.55,11203.21,11250.99,11169.35,250.19M,0.32%
2006/04/04,11203.85,11142.54,11226.98,11123.57,246.95M,0.53%
2006/04/03,11144.94,11113.00,11247.87,11113.00,278.44M,0.32%
2006/03/31,11109.32,11151.34,11191.36,11105.65,317.00M,-0.37%
2006/03/30,11150.70,11216.34,11259.16,11117.64,276.90M,-0.58%
2006/03/29,11215.70,11154.94,11244.35,11154.94,279.47M,0.55%
2006/03/28,11154.54,11250.11,11281.77,11145.02,272.49M,-0.85%
2006/03/27,11250.11,11280.13,11280.45,11229.86,226.24M,-0.26%
2006/03/24,11279.97,11270.61,11316.09,11244.03,240.80M,0.09%
2006/03/23,11270.29,11317.35,11327.20,11237.15,292.42M,-0.42%
2006/03/22,11317.43,11234.51,11328.80,11226.42,342.98M,0.73%
2006/03/21,11235.47,11275.89,11334.96,11221.54,331.80M,-0.35%
2006/03/20,11274.53,11278.93,11308.39,11259.80,247.41M,-0.05%
2006/03/17,11279.65,11254.12,11290.07,11254.12,480.83M,0.23%
2006/03/16,11253.24,11210.97,11282.45,11210.57,306.15M,0.39%
2006/03/15,11209.77,11149.76,11226.74,11138.93,274.74M,0.52%
2006/03/14,11151.34,11076.02,11161.35,11058.65,251.56M,0.68%
2006/03/13,11076.02,11067.61,11116.68,11056.33,251.02M,0.00%
2006/03/10,11076.34,10972.92,11098.99,10972.92,257.44M,0.95%
2006/03/09,10972.28,11005.66,11049.12,10963.88,266.39M,-0.30%
2006/03/08,11005.74,10977.08,11026.71,10922.73,276.61M,0.23%
2006/03/07,10980.69,10957.31,10989.01,10928.74,284.77M,0.20%
2006/03/06,10958.59,11022.47,11037.12,10929.22,292.51M,-0.57%
2006/03/03,11021.59,11024.23,11106.68,10984.61,365.75M,-0.04%
2006/03/02,11025.51,11052.57,11052.57,10986.05,274.28M,-0.25%
2006/03/01,11053.53,10993.25,11069.38,10991.97,270.62M,0.55%
2006/02/28,10993.41,11096.75,11100.19,10978.61,325.45M,-0.94%
2006/02/27,11097.55,11062.81,11132.61,11061.73,268.61M,0.32%
2006/02/24,11061.85,11065.77,11085.54,11010.22,247.27M,-0.07%
2006/02/23,11069.22,11133.52,11135.89,11052.73,270.40M,-0.61%
2006/02/22,11137.17,11065.29,11159.18,11060.33,337.28M,0.62%
2006/02/21,11069.06,11115.48,11140.77,11050.81,270.41M,-0.42%
2006/02/17,11115.32,11119.56,11131.95,11077.70,329.16M,-0.05%
2006/02/16,11120.68,11059.05,11120.76,11046.40,302.98M,0.56%
2006/02/15,11058.97,11025.67,11068.74,10989.72,298.85M,0.28%
2006/02/14,11028.39,10890.72,11047.68,10890.72,307.06M,1.25%
2006/02/13,10892.32,10915.21,10939.86,10849.89,244.33M,-0.24%
2006/02/10,10919.05,10883.51,10944.99,10820.20,303.57M,0.33%
2006/02/09,10883.35,10859.42,10952.27,10855.74,314.19M,0.23%
2006/02/08,10858.62,10742.16,10865.42,10740.63,330.08M,1.01%
2006/02/07,10749.76,10796.42,10822.76,10737.67,351.88M,-0.45%
2006/02/06,10798.27,10793.30,10814.51,10770.97,263.19M,0.04%
2006/02/03,10793.62,10849.57,10863.58,10779.06,346.60M,-0.54%
2006/02/02,10851.98,10950.11,10950.11,10827.16,314.19M,-0.93%
2006/02/01,10953.95,10862.14,10967.57,10852.82,333.58M,0.82%
2006/01/31,10864.86,10900.40,10923.45,10862.14,369.37M,-0.32%
2006/01/30,10899.92,10908.49,10930.50,10887.44,323.69M,-0.07%
2006/01/27,10907.21,10815.32,10932.34,10804.75,398.81M,0.90%
2006/01/26,10809.47,10711.02,10827.96,10710.94,400.55M,0.93%
2006/01/25,10709.74,10713.26,10760.57,10672.60,412.46M,-0.02%
2006/01/24,10712.22,10690.21,10750.31,10686.04,375.98M,0.22%
2006/01/23,10688.77,10668.75,10737.04,10666.35,366.09M,0.20%
2006/01/20,10667.39,10880.71,10880.71,10661.15,449.34M,-1.96%
2006/01/19,10880.71,10855.18,10915.95,10852.13,370.97M,0.24%
2006/01/18,10854.86,10890.08,10890.08,10817.32,356.07M,-0.38%
2006/01/17,10896.32,10957.55,10957.87,10875.60,251.47M,-0.58%
2006/01/13,10959.87,10961.48,10992.69,10921.53,209.95M,-0.02%
2006/01/12,10962.36,11043.12,11045.84,10951.23,244.89M,-0.73%
2006/01/11,11043.44,11011.66,11047.76,10991.97,266.27M,0.29%
2006/01/10,11011.58,11010.46,11013.98,10949.87,264.27M,0.00%
2006/01/09,11011.90,10959.47,11020.15,10944.43,248.24M,0.48%
2006/01/06,10959.31,10875.45,10968.84,10875.45,291.74M,0.71%
2006/01/05,10882.15,10880.39,10908.25,10843.65,250.91M,0.02%
2006/01/04,10880.15,10843.97,10892.64,10833.90,271.49M,0.30%
2006/01/03,10847.41,10718.30,10862.78,10684.45,302.95M,1.21%
2005/12/30,10717.50,10783.86,10783.86,10709.42,191.02M,-0.62%
2005/12/29,10784.82,10795.70,10825.24,10779.22,160.01M,-0.11%
2005/12/28,10796.26,10778.25,10825.16,10778.25,153.23M,0.17%
2005/12/27,10777.77,10883.75,10932.82,10776.49,174.19M,-0.97%
2005/12/23,10883.27,10883.27,10904.80,10869.83,126.72M,-0.06%
2005/12/22,10889.44,10831.56,10891.04,10829.16,229.50M,0.51%
2005/12/21,10833.73,10805.63,10900.89,10805.63,257.85M,0.26%
2005/12/20,10805.55,10836.93,10860.14,10789.62,254.44M,-0.29%
2005/12/19,10836.53,10875.51,10922.41,10825.64,331.17M,-0.36%
2005/12/16,10875.59,10881.67,10940.34,10869.27,419.04M,-0.06%
2005/12/15,10881.67,10883.43,10938.74,10865.42,297.56M,-0.02%
2005/12/14,10883.51,10821.32,10919.77,10820.32,336.44M,0.55%
2005/12/13,10823.72,10765.69,10871.51,10751.36,329.05M,0.52%
2005/12/12,10767.77,10778.66,10811.71,10735.11,254.13M,-0.10%
2005/12/09,10778.58,10751.76,10805.95,10729.91,238.93M,0.22%
2005/12/08,10755.12,10808.43,10847.25,10729.67,253.29M,-0.52%
2005/12/07,10810.91,10856.86,10868.06,10764.01,243.49M,-0.42%
2005/12/06,10856.86,10835.41,10924.90,10835.41,264.63M,0.20%
2005/12/05,10835.01,10876.95,10876.95,10810.67,237.34M,-0.39%
2005/12/02,10877.51,10912.01,10921.37,10861.66,214.90M,-0.32%
2005/12/01,10912.57,10806.03,10934.90,10806.03,256.98M,0.99%
2005/11/30,10805.87,10883.91,10924.82,10803.87,257.65M,-0.76%
